Player,Score
gerometheelf,38679.58028752664
Edgy,38653.7731851342
shayfe,38627.7918226114
Onyx_And_Roman,38627.7918226114
bili2233,38601.83664657764
GamezDan,38601.83664657764
CatShapedEntity,38537.811665304005
ohnoitsabear,38524.12788591417
Lachox,38513.323779240476
Ultragaga,38488.859226083325
Reck1essMonkey,38472.45233453829
Dentae,38427.48220332938
Enthusiast,38395.13374278547
Simisticot,38395.13374278547
NyanCato,38366.88541835468
bnvns,38318.04799931497
pyacide,38292.40433398028
Phyroglyph,38245.4905081378
Guthlaf,38190.08666604708
Chronos,38189.924811545556
UnderYoshi,38148.78892733564
whale457,38037.377375443975
MegaCat,37961.365982526535
BattleXD,37956.48279911234
Levi967,37936.07947799401
J3Xtrom,37885.58220641453
andsowouldi,37810.025139213474
Ulguim,37810.025139213474
Locurador,37709.63348051499
Koboldduke,37670.73864971925
ShadowMaster,37609.641125494694
ImVegetarian,37599.80678661998
Linklu13,37576.20734782469
CoupCumber,37576.20734782469
Redluma,37458.542765756196
scargon,37435.076177285315
MissPissMyPants,37410.84588121349
ItzFrizzle,37287.39819805985
kennerges,37287.39819805985
Gambit_Tides,37271.42576694167
GayGoombario,37238.19015564923
TheEscapegoat,37004.55477276433
dapineaple,36878.428519714864
Xepita,36832.602580033614
GTatertots,36786.86200378073
ZeToS,36775.532811030855
wedgeofdestiny,36764.02366069995
Redmachine97,36741.206579070575
torinoko,36727.33421488363
Wagical,36718.410732509474
Timlux46,36650.150340018656
GenjisBeat,36583.30559196443
ZSRoach,36535.48428257563
LesbianRedPanda,36533.36405913042
manahnen,36511.60878294672
setria,36440.12253717743
PhenolRed,36379.00342634428
S1deSw1pe,36321.444477119236
Tarados,36297.778444532145
Dalton,36226.91896226671
AntruOP,36203.34523979838
blindsloth,36109.280075927905
5udh33r,36088.64262573161
flashback512,36044.28043861992
SnowOfAllTrades,35992.213269908665
UnrealEGelio,35955.80110913892
Deadly_Ore,35955.80110913892
sugarplumthedog,35779.817030128346
ManioJunky,35759.7811152262
thesorin65,35736.022888539796
mimigay,35714.155963618876
dandy_,35667.43827160494
lcs0612,35605.12181577291
JPschu422,35496.58622331435
Skylar,35460.97017692621
Magyar_57,35438.14000196533
Shir0Yaksha,35438.14000196533
gjrud,35431.70291095341
jackraff,35410.09615210503
Revotor,35369.78160604295
SirMik003,35347.039422669324
Phantomgodl,35280.99858809739
ConcreteFox,35259.54791305697
Arkillon,35256.28967981425
The_Golv,35238.11679492983
GreenPower713,35211.045809363575
ShadowCrafter,35188.4565263462
tipdaddy78,35165.88897424007
Adrylas,35164.04883679641
Finny666,35143.3431251806
pandakar,35131.25372742533
CrankyTemplar,35131.25372742533
Diaph,35120.8189513478
El_ahrairah,35120.8189513478
NaviUnderscore,35075.835518305124
lewski,35008.52224
Mc166,34982.460201606795
CannedIcedTea,34896.763261848144
tigerofpower,34896.763261848144
Ethanoxide,34834.60996918484
Peta_Silie,34829.9645597981
Timaris,34807.74094284275
Araraura,34793.57559252507
Nembs,34729.575776073354
RaeCutemania,34694.68647535269
Vege_Table,34681.24066992574
Baza,34630.715210970964
Netreometre,34625.015920370824
juk3n,34620.7243147467
Tipu,34549.082897179025
andzura,34500.16620498614
Laywelin,34411.32573951919
Vlador1337,34396.639883126365
daanolav,34345.91534580233
In_DarK,34324.153321735335
Unholymrdoo,34314.1539658475
ShadowNinjaStarM,34258.99120387531
TheB0B,34252.48408949735
Onikisu,34027.77777777778
DakkaDok,33987.15972376921
Unsafeman121,33957.34117711796
renda,33946.61435341562
dubious_duckling,33935.94735740812
RealXones,33914.5737491475
ShadowGravity,33914.19750164365
Nirdu,33871.887065209114
neoxid501,33845.56778241776
SpeedBass,33786.75511754849
Lemuura,33786.75511754849
linky628,33765.52227903579
Venarion,33744.97170850613
UnoOneCard,33701.94371674524
Karst,33617.45125554575
Sh4dowm3lon,33596.37778716798
isaac5753,33584.94835738625
Edible4,33584.94835738625
zephess,33575.32412778379
War_Dyke,33565.025505469595
RumoDandelion,33485.51111111111
FC,33470.35209844597
SwampMan,33470.35209844597
genesis_nova072,33445.859828488436
Redunant,33366.768257397474
theonlybrutus,33365.87158749692
Cal59,33324.21632116083
Zronk,33307.63354459032
wnyke,33248.6558960523
doicm,33137.72954471789
Graveash,33111.64907117104
tomboy_vt,33075.91504635397
oceanfalcon,33072.65979098253
XiaoTaiyang,33072.65979098253
Riddlesticks,33072.65979098253
Heyocat28,33055.348645454316
SkidInc,33055.348645454316
iamwyza,33049.888919528195
Sinossan,33033.73933564077
HangryMimic,32993.76440424743
Yunqi,32975.487345204616
Firepaw,32911.91943879167
ManyManyManyBEES,32891.505781699285
toss_the_dice,32850.735403488936
Driko68,32850.735403488936
shironwind,32830.37863533102
Shue_plays,32827.92763529688
Aitchbar,32801.652892561986
ukfan781,32789.72182358294
mamasouls,32769.421733171024
vprojectmsan,32610.1108033241
quantumtd,32603.82437709096
Mian_K,32567.453513183962
Crazey,32552.97527193346
Dramallamarama,32527.283978290787
4c696e6b,32487.188716796332
FollowsKnight,32447.16754570486
Pakatoria,32439.153767196414
Abx1865,32287.820125124235
baachan,32287.820125124235
owlzio,32250.77348150853
A_Dude,32194.579317390766
DJmaster72,32188.82334105163
C0ba1t,32169.078625465765
W_PaperPlane_W,32138.531895576565
turtlz,32129.643656906483
GabrielVitor,32082.63070558406
mc_fs,32026.87523914931
Sewil184,32011.772853185594
1ntegrator,32011.772853185594
TowelBun,32008.322379153804
ThePaleKnight,32008.322379153804
Compound1080,31972.626696218987
Mr_Salmonn,31971.26499021468
Codeuser09,31945.113001792386
Psychic_killer,31934.271918402774
BladeOfENAT,31855.618096460585
FoxieBrook,31816.757937714814
herostone67,31805.30052068945
Shamshu1,31788.56931596689
TriangleSquares,31786.939833803586
eatsdryramen,31704.806165299942
btshort_,31681.305875838927
aglasct,31662.026213497647
DaDevDana,31658.859043707504
CouchBoy69,31622.406704710414
Ailko,31567.84612817664
h_anz01,31513.426636276414
Toast6,31279.227335529813
Zombiedark,31207.69110431536
PukePerfected,31172.01498136156
olus2000,31132.23346504721
sheo,31110.483223339226
Hard2Place,31083.091863105954
saladtorres,31029.9205111342
Epsilain,31029.9205111342
NuclearChair,30979.5115554233
Manjora,30976.885476510706
Fr3wille,30976.885476510706
VeloxiTea,30942.2429734665
Eisendhal,30941.604288625058
GrizzGamez,30923.633896772
EESSPPOORRTTSS,30906.383341804976
The_Experiment,30906.383341804976
plasmathefox,30888.795415945773
Chahiakunis,30830.83984885786
Asura_Knight,30812.331165589556
skipper0808,30793.83914430118
Zuggo,30748.630898310646
DiVinePaul,30678.906134125904
Devaksion,30678.906134125904
Gobeemo,30661.511999176182
savagesaskatch,30574.762822099583
ximaere,30554.95005150136
Uscht,30463.809311650708
enbee_nyoom,30436.72795173801
ixLumina,30427.467162410787
Karmimic,30427.467162410787
ThreeStrikesOfVoid,30409.320470008337
GrubKingJinjo,30377.19613545513
Flock_Corner,30373.07575276352
pjgj210,30156.962054793956
guyisfunny07,30146.490161551515
mattkart,30146.490161551515
SabrinaStrats,30049.769146504357
Hongobouski,30045.043827992013
XiaTheDumbo,30028.185899398024
Niles,29996.38688764853
Highcarve,29944.10870167841
Ruaniamh,29899.327310476474
Scrogga,29893.831768551976
StitchyRyan,29860.384127233654
xi_toast,29819.469627377104
Yottabort,29784.27403336172
Fleen,29743.758383494256
Spensup,29731.597361517175
fennelwhyth,29627.8145658326
synapple,29594.81226868196
DJCarmichael,29579.519285763246
antuagh,29557.014078482036
Riders21,29496.135552913198
ZayedGaming,29487.611075532444
Drago314,29418.452234310484
MisterMagoo,29349.536410867295
Fr0ger,29300.2569431812
CodPo,29298.008339320673
Henwee,29203.048527080173
Bhyure33,29161.261695890473
Denkischerz,29110.228434506553
KleinKirby,29093.247114503523
JayJayRZA,29074.188017822245
JettWilliams,29042.39221302573
Wdbean,29042.39221302573
Twistud,28890.624999999996
Master9,28803.175817894768
IronLucario2012,28777.636932763722
RavenBane,28755.743671444357
Arvion,28739.95899016001
OrangeFreeze,28656.89654652142
dom_n_nick59,28557.594640649535
SalreisHope,28524.608683666618
Blunderbus,28458.042840064496
CoolWertQ,28426.975110021795
Marjhak,28425.992997103862
SunFlame9,28393.234724979033
ONoahNinja,28380.468819059206
Rac_the_Kitty,28344.20338908294
vorpal,28279.02559313932
jtheson,28181.679622008844
JoJonnyy,28149.34264289051
Wonderbop,28084.83543373963
Pycnanthemum,28068.743277969803
ghiguti,28042.883115080396
Danonymous,27988.489585571868
Bodzio_2,27956.48445430043
YFisher,27861.278305332366
Dray,27860.797755099025
Sayier,27846.218957725843
Neordie,27786.1299152584
AkaiAnsatsu,27781.43360866643
pandem0niumgod,27719.61443244331
LeBastien,27639.43020492124
spectralunicorn,27607.009480034478
JetLaudir,27568.811624465732
Oldpants,27547.687424693086
Tomoyoo,27542.429850925077
MisterJones,27499.535999999996
fripollo,27473.803355970966
Hasef,27436.22852281938
5moongoon,27405.165713508846
GermanKerman,27385.534165279518
joulutorttu,27343.198145512994
TheGreatGallus,27266.033803715072
jamiemsm,27173.866994817436
yiosen,27112.68183664178
Dulmorgoth,27097.016325764682
Spyro9x4,26793.588071086087
Pinaplou,26722.714968748613
minuano0,26705.03489900551
conrad,26690.11380143445
Moonwatcher,26330.973662461216
melkemokka,26317.142553750367
Lil_Din0,26303.322339965394
Chanporo,26291.92456400853
Jepp,26277.34830673408
misterpootis,26248.232133560374
svstarfox_04,26248.15020551437
MrWoofies,26219.164326117905
Kingcd04,26083.671340225133
EternalRedGamer,26017.034958382872
BlossomtheCellist,25947.78372897794
bluem0th,25940.68483352436
headphonesandcoffee,25845.635798447947
TheDwarfKing,25799.530236183986
Hypnxtize,25774.71900980718
Tourmi,25759.317959811724
pickletehdromer,25723.276792640336
rwk7rm8a,25572.898075258778
Alabra,25546.43194706995
WildWaffle,25466.126515989396
Euronia,25427.841320564647
Poseidieu,25355.994096211016
Reclaw93,25336.174141779145
QueenSheo,25221.610475695183
errorcouldntloadname,25154.320621271083
Hypn0si3,25114.871281128064
Stasana,25038.446745570876
FluffyHedgehog_,25038.446745570876
seagull9,25025.62131525463
michaloe,24758.54760842225
ElementalGamer44,24570.38960035043
fallgamer6,24507.138773747374
majikcs,24483.31576566604
RandomCrow,24470.914440923498
SaiMonYo,24458.522536100794
Inept,24457.66330242052
Zenton,24396.703977378704
Budderfriend,24350.41886369161
Kadium,24324.44508541835
Goonlord246,24298.280662762678
frn_,24261.525421842125
Mille_,24224.853515625
bigmannn,24118.142745529614
T3k1r1n,23889.17433187649
T4coTV,23827.692638436114
HollowHunter,23813.575726319767
letsRaeV,23713.33452958891
1BluLizard,23700.848898882785
Bigmaxu,23696.414495297755
Exacy,23638.56841364634
TMFCondor,23601.31788483433
NeoFlame,23490.093082936397
ShadowTheNardo,23477.783326521014
WafflesMoo,23465.48324378432
jooniejoone,23412.043116309385
Task_Set,23379.652678086866
EssenceofLuna,23173.157211606016
Pouleto,23161.095711635095
tangopianista,23114.50784237969
DemosDown,23093.889742466985
TechnoWyvern,23071.17630421218
Palmtree123,23014.53909394178
Lylisse,23005.149375631896
Vivayo,23005.149375631896
Ram_Is_Taken,22827.160493827163
TitaniumOwen,22756.675144366305
Soulchunk,22756.542870257657
mathijs07,22734.45725440979
CookyCunstrukter,22697.944869929353
FramesPerStab,22623.85436682896
Morp43,22601.83065981878
MegaChair,22503.120853721855
GoProMaster01,22500.39554035815
CodeWanderEr,22394.19980907848
Gafyx,22383.35122025419
SpaghetCat,22328.22122932013
Vantalar,22286.06766471695
Toneko,22248.548781757603
MrTermet,22203.212983485406
Mistoo,22090.47788768881
Stuffs27,22034.432044762856
MazerRick,22000.906858221482
kabius,21989.884866234406
Deadloch,21900.789095680502
blazingfire_15,21829.908884869852
gawkyracer33,21746.58869795815
TacoTurd,21702.59292840248
bism_th,21651.398012240585
Andrew_Mirror,21530.129155068895
moluyangyu,21509.682689787875
_Dante09,21410.30545059574
Koinii_Tofu,21407.885943417245
MangoVerde,21397.746033106683
dakari777,21337.057585193634
Jakob44,21216.452696689215
Dylamagne,21057.23034972299
Vyelle,21029.68538399156
3dog,20978.29047411199
FrostCleaver,20977.625284179307
Aaaron,20874.083362839
mimmikyute,20841.209829867672
Zaphod65,20806.144822100036
eojn,20705.468419539506
Nameless22,20679.454277418175
SlowCuber17,20599.742630743276
eigenbasis,20578.109395479994
SnailySyrup,20494.82456123383
Ziviz,20477.50769134197
sui_0x0,20447.471013768543
Desoloco,20199.71526138027
ApertureAtlas,20194.12511285113
MadisonSilver,20180.089597966078
cukeds,20111.624542645684
SJLgamers,20009.536272143323
Scol1t,19956.43535019862
DALUCKYCARPET0,19946.795724520995
Kaykao,19881.825858510038
CheeseEatingBrit,19665.720660187548
KarmaDoc,19538.80925428786
waterbottleflip61,19514.770884636317
mefn,19464.287046113117
EpiknessRedacted,18928.02390497283
kufii,18919.59365280926
the_sqveel,18885.92890208752
bUg_in,18812.354631159815
BlastSteakfist,18803.531859734096
Aalaizah,18741.94588026242
DumDum57,18715.644474244265
Shin0bu,18654.489415893884
redeaf,18611.590892023603
zanzaKlaus,18550.347319720306
ShiroStories,18440.112850787726
PeterDoesThings,18404.29907246408
Niysaki,18378.70496397451
Gumjaw,18353.164207410668
DankSolvage,18351.23523170966
superhobo40,18344.662452246237
TheBro14,18335.144714963008
imphotograpgh,18254.0613992821
SashaMeat,18231.07031262995
Dark_Xenon,18092.331722921535
beincheese,17805.690471679573
TobiaF,17804.471051963334
The_Scalliwag,17685.61084069467
WhiscashEnjoyer,17474.261008456087
TheDarkMormon,17441.793997783545
Gumzz,17392.266082165334
Cubizoid,17237.32461734694
Sectimus,17164.26971069305
tlogmusic,17110.345379837745
DocCom,17091.67825168613
madewokherd,17087.40157366186
Markot71,17048.344202137407
TheWarmFuzzy,16976.48614004166
Morianer,16912.20161786895
fa5t,16798.816131529198
ShopeN,16672.615121617964
Pvzmasterb,16665.645693280836
tenkgrow,16644.763608214205
Kiri,16550.3067358441
Kandarin,16470.485138219454
Kukulcan,16342.948479128596
Leonidas_005,16309.171597633138
Natoless,16305.440472592458
PursuitTrapped,16168.445967264122
RamenIsGood,16121.941986506663
FriskCBA,16079.908675476936
Tterraj42,16045.092384562477
BabyGrootTheEpic,15982.707377647917
Prygans,15838.549688130579
JoeJoeBeans,15814.833293466712
Luukie13,15790.930323764322
synkonn,15790.930323764322
AlexaOnSRC,15506.788418744069
Laky_MapTW,15485.168526361647
fluffyclaws,15485.168526361647
ToasterLlama,15141.541639677178
Elical,15105.404321675205
DarkInsanities,15105.404321675205
kitybroyo,15075.388622539118
lapcas,14962.977713975595
jobenijoestar,14809.22711058264
Carveo,14722.07147571609
Pelte,14675.902718640884
renanchorando,14670.146898432029
Legonerd666,14456.570657018128
Tooo0f,14444.06989851418
blastedt,14344.264083413202
UnoriginalYuh,14326.651154653238
Nubo,14214.937910883855
LilyIsTrans,14160.212502923587
Funnydunny10,13664.270397398817
MKTitan,13593.914707813317
W4rduck,13448.323255616724
St33lWha1e,13432.333969497515
Galunfgus,13212.06815765034
Xeamless,13192.418309976412
Redc_,12935.362819075877
ExtantArcana,12756.08758058229
7mountens,12724.368549446424
shadowflames,12662.968820096707
HeroSM,12587.332109736877
FireEye,12574.276213920579
Bell_Mann,12535.91306140328
Wuffinns,12427.473257476138
mrdreirad,12070.467245715634
Ruvyxzat,12029.108216020477
Kitfox,11901.951516652724
Jackweno,11789.226486140042
CNeyo,11682.183251619703
SpeedySalmon,11668.036207761015
SimplySapphire,11625.147394159043
Ultraplaykind,11539.770019485084
Carsinogen,11405.270115302015
MistyCat3838,11351.300398855918
Proxima,11237.340124156672
Rumkee,11218.076666440886
Cryptonyte,11077.05408558847
karsmars,10651.466691285737
Regalus27,10566.828006510626
ThatOneCactu,10403.42143071937
AlyssaMintChip,10176.936594143364
Misi_,10173.63067407226
Voice_of_Vitas,10051.782024793387
Water_kelpi,9962.654916790816
Dudwen,9717.67422989295
Mayannaise1,9658.99928323719
CanBeklemez,9585.929358215097
Siphons57,9423.606803243993
NayanDare,9379.326466013028
randododo64,9239.707489893868
steak_and_chips,9225.343391808905
Edea,9182.451500763458
maxpax05,9173.909023668637
Ioafus,9168.22065981612
mitchlad,8710.271087617968
FelixFL25,8692.88309310019
Karwas,8656.253980092706
its_chimera,8616.494311207529
Elzapat,8529.858762537384
Tormod04,8329.369601943246
TitaniumSalt,8095.616686635043
Lasernugg,8043.970141001762
Mailreaps,7912.435013041837
Waluiino,7869.306278817639
Dapperment,7777.620805834807
Berksman,7661.033163265307
Cage2201,7402.826630176522
DuxburYo,7388.409220671109
Nekokarp,7214.665449761412
Gesellschaft,7178.765508448181
RamVal,7135.273628522253
CallMeMob,6884.387055237724
Hypersora80,6851.291428377212
Yeeterdeleter01,6593.077798738818
BlazetheGameYT,6486.353011709887
Mango_Juice21,6023.13490585005
Turquisk,5997.125028252474
otobot1,5962.68253109789
Swayo,5757.259604506626
Benji,5548.976533881
Faisor,5547.975171406548
omerr,5449.651947202253
firestrengh,5254.426205118032
JazzyBoiZ,5042.728035657406
IvanK,5023.071676806464
JTechno,5001.238505763742
TimeLink,4978.40964816698
HamPenguin,4968.187626832287
DaLchannel14,4886.426592797784
TheFrogMage,4739.393550660105
epsiloni,4536.913938280964
Sparda_Mendez,4369.5004547342205
joltedgeo,4326.811844652819
Ms.Brightside,4325.868386938726
Th3obromine,4185.637627746583
Goid,4138.681640625
HeraldSmoky2003,3837.197651127907
Jarm0u,3633.2541935686427
Fell,3604.3504185773804
Luking4Luv,3492.7854215791763
Jazzo,3340.843878076394
SInijTheTsar,3058.114035650364
BianKzy,2904.118583958037
Xx08Nico,2705.120779160645
shanodin,2427.480835869378
ShadowNotey10,1683.9588967009197
Egeblaster,1539.1046083735332
cityinahouse,1475.5041587981937
brizzy,1021.9894470981313
Verulean,676.4607006355169
